lid	sheet	row	function	atlantis_high_signal	atlantis_high_can	atlantis_high_format	atlantis_signal	atlantis_can	atlantis_format	usage_comment	group_label_at_15	flags
SYNC_SW_RQ	CAN Mapping	0		TELEMATIC_CLIMATE_SETUP.HVACSync_Req	B-CAN	0 = Not_Pressed 1 = Pressed	TELEMATIC_CLIMATE_SETUP.HVACSync_Req				Atlantis	
SYNC_SW_RQ_M	CAN Mapping	0	SYNC on/off toggle request								Atlantis	
SYSTEM_STATUS	CAN Mapping	0	System Faults	ENGINE_FD_8.SYSTEM_STATUS	FD						Atlantis	
SystemFailSts	CAN Mapping	0	TBM System failure	TBM_SCHEDULE_FD_2.SystemFailSts	FD	See dbc					Atlantis	
SZ_Active_Rq	CAN Mapping	0									Atlantis	
SZ_Rear_Lockout	CAN Mapping	0									Atlantis	
Target_SOC_ChargeSchedule1_Req	CAN Mapping	0	Request for Target State of Charge - Type 1	TBM_SCHEDULE_FD_1.TBM_External_ChargeTarget1	FD	Values 0-10 11 - Reserved 12 - Reserved 13 - Reserved 14 - Reserved 15 - No_Selection					Atlantis	
Target_SOC_ChargeSchedule2_Req	CAN Mapping	0	Request for Target State of Charge - Type 2	TBM_SCHEDULE_FD_1.TBM_External_ChargeTarget2	FD	Values 0-10 11 - Reserved 12 - Reserved 13 - Reserved 14 - Reserved 15 - No_Selection					Atlantis	
TargetGear	CAN Mapping	0	Target Gear								Atlantis	
TB_ActStageTrq_Sts	CAN Mapping	0	Actual staging torque								Atlantis	
TB_LaunchRPM_Rq	CAN Mapping	0	Driver requested launch RPM								Atlantis	
TB_LaunchRPM_Sts	CAN Mapping	0	Honored launch RPM								Atlantis	
TB_LaunchRPM_Update_Rq	CAN Mapping	0	Request to update launch RPM								Atlantis	
TB_LaunchTrq_1_Sts	CAN Mapping	0	Requested launch torque at time 0								Atlantis	
TB_LaunchTrq_10_Sts	CAN Mapping	0	Requested launch torque at time 1.0								Atlantis	
TB_LaunchTrq_11_Sts	CAN Mapping	0	Requested launch torque at time 1.2								Atlantis	
TB_LaunchTrq_12_Sts	CAN Mapping	0	Requested launch torque at time 1.4								Atlantis	
TB_LaunchTrq_13_Sts	CAN Mapping	0	Requested launch torque at time 1.6								Atlantis	
TB_LaunchTrq_2_Sts	CAN Mapping	0	Requested launch torque at time 0.05								Atlantis	
TB_LaunchTrq_3_Sts	CAN Mapping	0	Requested launch torque at time 0.1								Atlantis	
TB_LaunchTrq_4_Sts	CAN Mapping	0	Requested launch torque at time 0.2								Atlantis	
TB_LaunchTrq_5_Sts	CAN Mapping	0	Requested launch torque at time 0.3								Atlantis	
TB_LaunchTrq_6_Sts	CAN Mapping	0	Requested launch torque at time 0.4								Atlantis	
TB_LaunchTrq_7_Sts	CAN Mapping	0	Requested launch torque at time 0.5								Atlantis	
TB_LaunchTrq_8_Sts	CAN Mapping	0	Requested launch torque at time 0.6								Atlantis	
TB_LaunchTrq_9_Sts	CAN Mapping	0	Requested launch torque at time 0.8								Atlantis	
TB_LaunchTrq_ID_Rq	CAN Mapping	0	Identifier for launch torque time being adjusted								Atlantis	
TB_LaunchTrq_Value_Rq	CAN Mapping	0	Value for launch torque time being adjusted								Atlantis	
TB_Mem_ID_Rq	CAN Mapping	0	Requested TB memory								Atlantis	
TB_Mem_ID_Sts	CAN Mapping	0	Configured TB memory								Atlantis	
TB_Mem_Reset_Rq	CAN Mapping	0	Reset to default request								Atlantis	
TB_PotTrq_1_Sts	CAN Mapping	0	Engine Potential Torque at time 0								Atlantis	
TB_PotTrq_10_Sts	CAN Mapping	0	Engine Potential Torque at time 1.0								Atlantis	
TB_PotTrq_11_Sts	CAN Mapping	0	Engine Potential Torque at time 1.2								Atlantis	
TB_PotTrq_12_Sts	CAN Mapping	0	Engine Potential Torque at time 1.4								Atlantis	
TB_PotTrq_13_Sts	CAN Mapping	0	Engine Potential Torque at time 1.6								Atlantis	
TB_PotTrq_2_Sts	CAN Mapping	0	Engine Potential Torque at time 0.05								Atlantis	
TB_PotTrq_3_Sts	CAN Mapping	0	Engine Potential Torque at time 0.1								Atlantis	
TB_PotTrq_4_Sts	CAN Mapping	0	Engine Potential Torque at time 0.2								Atlantis	
TB_PotTrq_5_Sts	CAN Mapping	0	Engine Potential Torque at time 0.3								Atlantis	
TB_PotTrq_6_Sts	CAN Mapping	0	Engine Potential Torque at time 0.4								Atlantis	
TB_PotTrq_7_Sts	CAN Mapping	0	Engine Potential Torque at time 0.5								Atlantis	
TB_PotTrq_8_Sts	CAN Mapping	0	Engine Potential Torque at time 0.6								Atlantis	
TB_PotTrq_9_Sts	CAN Mapping	0	Engine Potential Torque at time 0.8								Atlantis	
TB_ShfitTrqDelay_2_3_Max	CAN Mapping	0	Max Time Allowed 2_3 shift								Atlantis	
TB_ShfitTrqDelay_2_3_Sts	CAN Mapping	0	Honored torque delay after 2_3 shift								Atlantis	
TB_ShiftTrq_1_2_Min	CAN Mapping	0	Min Torque allowed during 1_2 shift								Atlantis	
TB_ShiftTrq_1_2_Sts	CAN Mapping	0	Honored torque reduction after 1_2 shift								Atlantis	
TB_ShiftTrq_2_3_Min	CAN Mapping	0	Min Torque allowed during 2_3 shift								Atlantis	
TB_ShiftTrq_2_3_Sts	CAN Mapping	0	Honored torque reduction after 2_3 shift								Atlantis	
TB_ShiftTrq_ID_Rq	CAN Mapping	0	Identifier for shift torque value being adjusted								Atlantis	
TB_ShiftTrq_Rq	CAN Mapping	0	Value for shift torque value being adjusted								Atlantis	
TB_ShiftTrqDelay_1_2_Max	CAN Mapping	0	Max Time Allowed 1_2 shift								Atlantis	
TB_ShiftTrqDelay_1_2_Sts	CAN Mapping	0	Honored torque delay after 1_2 shift								Atlantis	
TB_ShiftTrqDelay_ID_Rq	CAN Mapping	0	Identifier for shift torque delay being adjusted								Atlantis	
TB_ShiftTrqDelay_Rq	CAN Mapping	0	Value for shift torque delay being adjusted								Atlantis	
TBM _Climate_CabinTemp1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.Climate_TBM_Cabin_Temp1	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM _Climate_CabinTemp1_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.Climate_Cabin_Temp1_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM _Climate_CabinTemp2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.Climate_TBM_Cabin_Temp2	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM _Climate_CabinTemp2_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.Climate_Cabin_Temp2_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_AutoUnlock_Req	CAN Mapping	0								As of V1.49 this LID is not used.	Atlantis	
TBM_AutoUnlock_Sts	CAN Mapping	0								As of V1.49 this LID is not used.	Atlantis	
TBM_Batt_CabinPriority1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Batt_CabinPriority1			TBM_SCHEDULE1.Batt_CabinPriority1				Atlantis	
TBM_Batt_CabinPriority2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Batt_CabinPriority2			TBM_SCHEDULE2.Batt_CabinPriority2				Atlantis	
TBM_Batt_CabinPriority3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Batt_CabinPriority3			TBM_SCHEDULE3.Batt_CabinPriority3				Atlantis	
TBM_ChargeNow	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Charge_Now	CAN_FD	0 = No_Charge 1 = Charge_Now	TBM_REQUEST.ChargeNow	CAN_BH	0 = No_Charge 1 = Charge_Now		Atlantis	
TBM_ChargeReq	CAN Mapping	0	TBM Charge Schedule Charge Request								Atlantis	
TBM_ChargeSchedule_Type1_Req	CAN Mapping	0	Request for Charge Schedule - Type 1	TBM_SCHEDULE_FD_1.TBM_ChargeSchedule_Type1_Req	FD	0 - No_Selection 1 - Standard Charge 2 - External Charge 3 - Reserved					Atlantis	
TBM_ChargeSchedule_Type2_Req	CAN Mapping	0	Request for Charge Schedule - Type 2	TBM_SCHEDULE_FD_1.TBM_ChargeSchedule_Type2_Req	FD	0 - No_Selection 1 - Standard Charge 2 - External Charge 3 - Reserved					Atlantis	
TBM_ChargeUntilFull1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_ChargeUntilFull1			TBM_SCHEDULE1.ChargeUntilFull1				Atlantis	
TBM_ChargeUntilFull2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_ChargeUntilFull2			TBM_SCHEDULE2.ChargeUntilFull2				Atlantis	
TBM_ChargeUntilFull3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_ChargeUntilFull3			TBM_SCHEDULE3.ChargeUntilFull3				Atlantis	
TBM_ChargingPlug_Req	CAN Mapping	0	Remote Charge port lock/unlock command	TBM_COOP_CHARGING.Remote_Chargeport_Command	FD	0=Default; 1=Lock Request; 2=Unlock Request; 3= Reserved					Atlantis	
TBM_ChargingPlug_Sts	CAN Mapping	0	Charge Port Lock Status	HCP_CHARGING_STAT.Chargeport_Lock_Status	FD	0 - Default 1 - Locked 2 - Unlocked 3 - reserved					Atlantis	
TBM_Climate_AllowClimateSchd1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_AllowClimateSchd1	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_AllowClimateSchd1_Sts (see Usage Comment)	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.AllowClimateSchd1_Sts	CAN-FD	See dbc for signal details and enumerations				"LID in GenSheet is ""AllowClimateSchd1_Sts"""	Atlantis	
TBM_Climate_AllowClimateSchd2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_AllowClimateSchd2	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_AllowClimateSchd2_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.AllowClimateSchd2_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Hr1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd1_Departure_Hr	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Hr1_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd1_Departure_Hr_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Hr2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd2_Departure_Hr	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Hr2_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd2_Departure_Hr_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Min1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd1_Departure_Min	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Min1_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd1_Departure_Min_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Min2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd2_Departure_Min	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Departure_Min2_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd2_Departure_Min_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Schedule_Day1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd1_Day	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Schedule_Day1_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd1_Day_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Schedule_Day2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_ClimateSchd2_Day	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Climate_Schedule_Day2_Sts	CAN Mapping	0		CLIMATE_SCHEDULE_HCP1.ClimateSchd2_Day_Sts	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_CONFIDENCE_LEVEL	CAN Mapping	0		TBM_FD_1.SLI_CS_CONFIDENCE_LEVEL	FD	see dbc file					Atlantis	
TBM_Cooperative_Charge_Command	CAN Mapping	0	Remote cooperative charging command	TBM_COOP_CHARGING.TBM_Cooperative_Charge_Command	FD	0 - Default 1 - Charge Now 2 - Stop Charge 3 - SNA					Atlantis	
TBM_COUNTRY_CODE	CAN Mapping	0		TBM_FD_1.SLI_CS_COUNTRY_CODE	FD	see dbc file					Atlantis	
TBM_Do_Not_Repeat1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Do_Not_Repeat1			TBM_SCHEDULE1.Do_Not_Repeat1				Atlantis	
TBM_Do_Not_Repeat2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Do_Not_Repeat2			TBM_SCHEDULE2.Do_Not_Repeat2				Atlantis	
TBM_Do_Not_Repeat3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Do_Not_Repeat3			TBM_SCHEDULE3.Do_Not_Repeat3				Atlantis	
TBM_Enable_Climate_Schedule1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_Enable_ClimateSchd1	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Enable_Climate_Schedule2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_Enable_ClimateSchd2	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Enable_Schedule1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Enable_Schedule1			TBM_SCHEDULE1.Enable_Schedule1				Atlantis	
TBM_Enable_Schedule2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Enable_Schedule2			TBM_SCHEDULE2.Enable_Schedule2				Atlantis	
TBM_Enable_Schedule3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Enable_Schedule3			TBM_SCHEDULE3.Enable_Schedule3				Atlantis	
TBM_EnableSchedule	CAN Mapping	0	TBM Charge Schedule Enable								Atlantis	
TBM_End_Time_Hr1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Hr1			TBM_SCHEDULE1.End_Time_Hr1				Atlantis	
TBM_End_Time_Hr2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Hr2			TBM_SCHEDULE2.End_Time_Hr2				Atlantis	
TBM_End_Time_Hr3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Hr3			TBM_SCHEDULE3.End_Time_Hr3				Atlantis	
TBM_End_Time_Min1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Min1			TBM_SCHEDULE1.End_Time_Min1				Atlantis	
TBM_End_Time_Min2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Min2			TBM_SCHEDULE2.End_Time_Min2				Atlantis	
TBM_End_Time_Min3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_End_Time_Min3			TBM_SCHEDULE3.End_Time_Min3				Atlantis	
TBM_FD_ROAD_TYPE	CAN Mapping	0		TBM_FD_1.SLI_CS_ROAD_TYPE	FD	see dbc file					Atlantis	
TBM_Schedule_Day1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Day1			TBM_SCHEDULE1.Schedule_Day1				Atlantis	
TBM_Schedule_Day2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Day2			TBM_SCHEDULE2.Schedule_Day2				Atlantis	
TBM_Schedule_Day3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Day3			TBM_SCHEDULE3.Schedule_Day3				Atlantis	
TBM_SCHEDULE_DC_PwrLevRem_Req	CAN Mapping	0		TBM_SCHEDULE_FD_1.DC_PwrLev_Rem_Req	FD	see dbc					Atlantis	
TBM_SCHEDULE_PowerLevel_Req	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_PowerLevel_Req	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_SCHEDULE_SOC_Max_Lev_Rem_Req	CAN Mapping	0		TBM_SCHEDULE_FD_1.SOC_Max_Lev_Rem_Req	FD	see dbc					Atlantis	
TBM_Schedule_Type1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Type1			TBM_SCHEDULE1.Schedule_Type1				Atlantis	
TBM_Schedule_Type2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Type2			TBM_SCHEDULE2.Schedule_Type2				Atlantis	
TBM_Schedule_Type3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Schedule_Type3			TBM_SCHEDULE3.Schedule_Type3				Atlantis	
TBM_SpaaK_Comm	CAN Mapping	0	SpaaK module shall communicate with the backend via TBM and SGW.	TBM_SpaaK_Comm.TBM_Spaak_Comm_Sig	FD	See dbc					Atlantis	
TBM_SPEED_LIMIT	CAN Mapping	0		TBM_FD_1.SLI_CS_SPEED_LIMIT	FD	see dbc file					Atlantis	
TBM_Start_Time_Hr1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Hr1			TBM_SCHEDULE1.Start_Time_Hr1				Atlantis	
TBM_Start_Time_Hr2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Hr2			TBM_SCHEDULE2.Start_Time_Hr2				Atlantis	
TBM_Start_Time_Hr3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Hr3			TBM_SCHEDULE3.Start_Time_Hr3				Atlantis	
TBM_Start_Time_Min1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Min1			TBM_SCHEDULE1.Start_Time_Min1				Atlantis	
TBM_Start_Time_Min2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Min2			TBM_SCHEDULE2.Start_Time_Min2				Atlantis	
TBM_Start_Time_Min3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Start_Time_Min3			TBM_SCHEDULE3.Start_Time_Min3				Atlantis	
TBM_StopCharge	CAN Mapping	0	Remote Stop HV Charging Command	TBM_COOP_CHARGING.TBM_StopCharge	FD	0=No Charge; 1=Stop Charge					Atlantis	
TBM_StopNow	CAN Mapping	0								As of V1.49 this LID is not used.	Atlantis	
TBM_StopNow_Ack	CAN Mapping	0								As of V1.49 this LID is not used.	Atlantis	
TBM_Submit_Climate_Schedule1	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_Submit_ClimateSchd1	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Submit_Climate_Schedule2	CAN Mapping	0		CLIMATE_SCHEDULE_TBM.TBM_Submit_ClimateSchd2	CAN-FD	See dbc for signal details and enumerations					Atlantis	
TBM_Submit_Schedule1	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Submit_Schedule1			TBM_SCHEDULE1.Submit_Schedule1				Atlantis	
TBM_Submit_Schedule2	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Submit_Schedule2			TBM_SCHEDULE2.Submit_Schedule2				Atlantis	
TBM_Submit_Schedule3	CAN Mapping	0		TBM_SCHEDULE_FD_1.TBM_Submit_Schedule3			TBM_SCHEDULE3.Submit_Schedule3				Atlantis	
TBM_SubmitSchedule	CAN Mapping	0	TBM Charge Schedule Submit								Atlantis	
TBM_SystemStatus	CAN Mapping	0									Atlantis	
TBM_WeekdayChargeUntilFull	CAN Mapping	0	TBM Charge Schedule Weekday Charge Until Full								Atlantis	
TBM_WeekdayTmHour_End	CAN Mapping	0	TBM Charge Schedule Weekday end time hour								Atlantis	
TBM_WeekdayTmHour_Start	CAN Mapping	0	TBM Charge Schedule Weekday Start time hour								Atlantis	
TBM_WeekdayTmMinute_End	CAN Mapping	0	TBM Charge Schedule Weekday end time minute								Atlantis	
TBM_WeekdayTmMinute_Start	CAN Mapping	0	TBM Charge Schedule Weekday start time minute								Atlantis	
TBM_WeekendChargeUntilFull	CAN Mapping	0	TBM Charge Schedule Weekend Submit								Atlantis	
TBM_WeekendTmHour_End	CAN Mapping	0	TBM Charge Schedule Weekend end time hour								Atlantis	
TBM_WeekendTmHour_Start	CAN Mapping	0	TBM Charge Schedule Weekend Start time hour								Atlantis	
TBM_WeekendTmMinute_End	CAN Mapping	0	TBM Charge Schedule Weekend end time minute								Atlantis	
TBM_WeekendTmMinute_Start	CAN Mapping	0	TBM Charge Schedule Weekend start time minute								Atlantis	
TBMMuteRq	CAN Mapping	0	TBM Audio Mute Request	TBM_FD_1.Audio_MuteRq	FD	1 bit signal	DOES NOT EXIST		N/A		Atlantis	
TBMupdate	CAN Mapping	0	TBM update notification	TBM_FD_2.TBM_REFLASH TBM_FD_1.UpdateSts	FD	0 = No Updates Ready 1 = Updates Ready for Install 2 = Forced_Update 3 = Update_Start 4 = Update_End 5 = Update_Fail 7 = SNA 0=No_Update 1=Update_Avaiable 2=Update_Start 3=Update_End 4=Forced_Update 5=Update_Fail 6=Silent_Update	FOTA_TBM.UpdateSts	CAN-B	0 = No_Update 1 = Update_Avaiable 2 = Update_Start 3 = Update_End 4 = Forced_Update 5 = Update_Fail 6 = Silent_Update	CR11036	Atlantis	
Tcase2WD_Stat	CAN Mapping	0		DRIVETRAIN_FD_3.Tcase2WD_Stat	FD	See dbc					Atlantis	
Tcase2WD_Stat	CAN Mapping	0	Cluster indication for transfer case status is 2WD							CR10644	Atlantis	
Tcase2WD_Stat	CAN Mapping	0									Atlantis	
Tcase4Lock	CAN Mapping	0		DRIVETRAIN_FD_3.Tcase4Lock	FD	See dbc					Atlantis	
Tcase4Lock	CAN Mapping	0	Cluster indication for transfer case status is 4WD LOCK						ATLANTIS	CR10644 Tcase4Lock	Atlantis	ATL_HIGH_EMPTY
Tcase4Lock	CAN Mapping	0									Atlantis	
Tcase4Low	CAN Mapping	0		DRIVETRAIN_FD_2.TerSt_SWITCH2	FD	See dbc					Atlantis	
Tcase4Low	CAN Mapping	0	Cluster indication for transfer case status is 4WD LOW	DRIVETRAIN_FD_3.TCASERANGESTATUS	FD	0 = HIGH 1 = NTRL 2 = LOW 3 = SNA	DRIVETRAIN1.TCASERANGESTATUS		ATLANTIS	CR10644	Atlantis	
TcaseAWD	CAN Mapping	0		DRIVETRAIN_FD_3.TcaseAWD	FD	See dbc					Atlantis	
TcaseAWD	CAN Mapping	0	Cluster indication for transfer case status is AWD							CR10644	Atlantis	
TcaseAWD	CAN Mapping	0									Atlantis	
TCaseAWD_DrvMdRq	CAN Mapping	0	AWD Drive Mode Request ( transfer case)								Atlantis	
TcaseLampStatus	CAN Mapping	0	4WD Transfer Case						ATLANTIS		Atlantis	ATL_HIGH_EMPTY
TcaseLampStatus	CAN Mapping	0	4WD Transfer Case						ATLANTIS		Atlantis	ATL_HIGH_EMPTY
TcaseNtrlStat	CAN Mapping	0		DRIVETRAIN_FD_2.TerSt_SWITCH1	FD	See dbc					Atlantis	
TcaseNtrlStat	CAN Mapping	0	Cluster indication for transfer case is NEUTRAL						ATLANTIS	CR10644	Atlantis	ATL_HIGH_EMPTY
TCASERANGESTATUS	CAN Mapping	0		DRIVETRAIN_FD_3.TCASERANGESTATUS	FD	See dbc					Atlantis	
TCM_ManMd	CAN Mapping	0	Transmission in manual mode							N/A for CUSW	Atlantis	
TeenKeyPresent	CAN Mapping	0	Teen key present	N/A			N/A		N/A	Only used on RU	Atlantis	
Telematic_Power	CAN Mapping	0	Uconnect Power	TELEMATIC_FD_4.PowerSts_Telematic STATUS_TELEMATIC.PowerSts_Telematic	CAN_FD CAN-BH	0=Sleep 1=Standby 2=Timed 3=Idle 4=Full_Operation 5=Logistic_On 6=Bench 7=Partial_Operation	STATUS_TELEMATIC.PowerSts_Telematic		0=Sleep 1=Standby 2=Timed 3=Idle 4=Full_Operation 5=Logistic_On 6=Bench 7=Partial_Operation		Atlantis	
TemperatureUnit	CAN Mapping	0	Temperature Unit	IPC_VEHICLE_SETUP.Temp_Unit	FD	0 = °C 1 = °F	IPC_VEHICLE_SETUP.TemperatureUnit		0 = °C 1 = °F		Atlantis	
TerAWD_DrvMd_CfgSts	CAN Mapping	0	Terrain AWD Drive Mode Config Status								Atlantis	
TerMdInhbt	CAN Mapping	0									Atlantis	
TerMdStat	CAN Mapping	0	Terrain mode status							B and C CAN duplicates	Atlantis	
TerrainModeDesiredStat	CAN Mapping	0		ENGINE_FD_6.TerrainModeStat_ECM GW_B_4.TerrainModeStat_ECM GW_B_4.TerrainModeStat_VDCM	CAN_FD CAN-BH						Atlantis	
TerrainModeDesiredStat_ECM_CBC	CAN Mapping	0	Signal indicates customer desired terrain mode status.	ENGINE_FD_6.TerrainModeDesiredStat	FD	See dbc					Atlantis	
TerrainModeInterfaceButton_CBC	CAN Mapping	0	Signal indicates button has been pressed.								Atlantis	
TerrainModeStat_ECM_CBC	CAN Mapping	0		<pending>.TerrainModeStat_ECM_CBC	FD					Message pending	Atlantis	
TerrainModeStatus	CAN Mapping	0		DRIVETRAIN_FD_2.TerMdStat	FD	Atlantis 4 bit signal 0 = AUTO 2 = ROCK 4 = SNOW 8 = SPORT 9 = MUD_SAND 10 = MUD 11 = SAND 15 = SNA	DRIVETRAIN2.TerrainModeStat		Atlantis 4 bit signal 0 = AUTO 2 = ROCK 4 = SNOW 8 = SPORT 9 = MUD_SAND 10 = MUD 11 = SAND 15 = SNA	B and C CAN duplicates	Atlantis	
TerSt_LED1	CAN Mapping	0									Atlantis	
TerSt_LED2	CAN Mapping	0									Atlantis	
TerSt_LED3	CAN Mapping	0									Atlantis	
TerSt_LED4	CAN Mapping	0									Atlantis	
TerSt_LED5	CAN Mapping	0									Atlantis	
TGW_DISP_STAT	CAN Mapping	0	HU display status	TELEMATIC_DISPLAY2.TGW_DISP_STATSts TELEMATIC_FD_4.TGW_DISP_STATSts	CAN-B CAN-FD	CAN-BH: 0=Display_off 1= Diplay_closed 2=Normal_mode 3=DVD_menu 4=DVD_Setup 5=DVD_display 6=Mode_select_display 7=Rear_Camera_Display 8=On_blanked_screen 9=Splashscreen_Display A=Rear Entertainment HMI B=Rear Entertainment Full Screen Video C=DTV Program Display D= DTV fullscreen Video Display E=DTV Camera Video Display F= SNA	TELEMATIC_DISPLAY2.TGW_DISP_STATSts		0=Display_off 1= Diplay_closed 2=Normal_mode 3=DVD_menu 4=DVD_Setup 5=DVD_display 6=Mode_select_display 7=Rear_Camera_Display 8=On_blanked_screen 9=Splashscreen_Display A=Rear Entertainment HMI B=Rear Entertainment Full Screen Video C=DTV Program Display D= DTV fullscreen Video Display E=DTV Camera Video Display F= SNA		Atlantis	
TGW_FPDM_DISP_STAT	CAN Mapping	0	ETM informing FPDM display status	RADIO_B2.TGW_FPDM_DISP_STATSts	CAN-B	0 = OFF 1 = ON 2 = BLANK 3 = DISP_HOT 7 = SNA					Atlantis	
TGW_JUMP_FUNC	CAN Mapping	0	jump to specified location request from HU	TELEMATIC_FD_12.TGW_JUMP_FUNC	FD	24 bit signal See CFTS requirements for details	RADIO_B3.TGW_JUMP_FUNC				Atlantis	
TGW_JUMP_FUNC_HVAC	CAN Mapping	0		TELEMATIC_CLIMATE_SETUP.HVACJumpVAL	B-CAN	7 bit signal	TELEMATIC_CLIMATE_SETUP.HVACJumpVAL				Atlantis	
TGW_JUMP_FUNC_HVAC_M	CAN Mapping	0	TGW request to jump to HVAC function location								Atlantis	
TGW_JUMP_FUNC_HVAC_VRM	CAN Mapping	0								VRM is Pnet only. WL will add for Atlantis	Atlantis	
